date,SPY,TLT
2005-04-22,78.44055923970565,46.15704823521218
2005-04-25,78.95639364226076,46.29329403190516
2005-04-26,78.18942795788192,46.22264806324954
2005-04-27,78.4948588124347,46.38412456303382
2005-04-28,77.51070026696122,46.72726212507541
2005-04-29,78.56273022407139,46.64652387518327
2005-05-02,79.00390458062523,46.63643159394675
2005-05-03,79.1396474038986,46.76303717434079
2005-05-04,79.75050368318261,46.35283509386412
2005-05-05,79.7233538968181,46.45918378139511
2005-05-06,79.47222261499437,46.11481660272333
2005-05-09,79.96769654427723,46.16039461166518
2005-05-10,79.1396474038986,46.48956912068967
2005-05-11,79.57403312608785,46.63136737073099
2005-05-12,78.69847372607245,46.8136794064984
2005-05-13,78.54236907207145,46.99599144226581
2005-05-16,79.2753963357212,46.94028498689244
2005-05-17,79.80480325591165,47.07195479050224
2005-05-18,80.62606308319802,47.38593662987944
2005-05-19,80.96542692865837,47.264395272701165
2005-05-20,80.85004457865722,47.32010172807454
2005-05-23,81.29800213975413,47.68979002282513
2005-05-24,81.10795906502402,47.821459826434925
2005-05-25,81.04687628775193,47.487221094194666
2005-05-26,81.48126133121349,47.47202842454738
2005-05-27,81.61700483321455,47.522670656705
2005-05-31,81.09438654738868,48.11012054973333
2005-06-01,81.78668675594473,48.69716530490439
2005-06-02,81.96315731303949,48.814066964648966
2005-06-03,81.54913342157786,48.41253517683063
2005-06-06,81.47447269684889,48.66666921975363
2005-06-07,81.535555474121,49.052952964996585
2005-06-08,81.38624013321227,48.81914964550742
2005-06-09,81.77311423830938,48.77848819863974
2005-06-10,81.58306641248544,48.22955866592608
2005-06-13,81.84098632867376,47.939845856993855
2005-06-14,82.03102940340386,47.62471964376935
2005-06-15,82.18713337867717,47.711125218363165
2005-06-16,82.39754303522874,47.95001121871079
2005-06-17,82.70135444551099,47.94492853785232
2005-06-20,82.72861331871398,47.863605644116966
2005-06-21,82.77631447281854,48.2143106233507
2005-06-22,82.84445927073426,48.79881892207359
2005-06-23,81.67917225495327,48.74799211348898
2005-06-24,81.07949339940232,48.99196079469506
2005-06-27,81.19534003287741,49.12411049701503
2005-06-28,81.87679482658255,48.78865356035666
2005-06-29,81.6587292925969,48.71241334747977
2005-06-30,81.21578231377899,49.14952390130732
2005-07-01,81.45429081012098,48.55566346980487
2005-07-05,82.10848673062313,48.09662883616175
2005-07-06,81.4202207962549,48.36184884671111
2005-07-07,81.74050046056756,48.46385654307624
2005-07-08,82.67409557230798,48.26494153516423
2005-07-11,83.09659890731477,48.26494153516423
2005-07-12,83.31466444130041,47.99462113979661
2005-07-13,83.4305103933207,47.923215752341015
2005-07-14,83.75761142011834,47.800806516702856
2005-07-15,83.70990413292063,47.92831613715928
2005-07-18,83.3759926469147,47.5712891998813
2005-07-19,83.83256667724235,47.73960189888377
2005-07-20,84.11878109787249,47.99972152461487
2005-07-21,83.62813296494998,47.346872267878
2005-07-22,84.18692589578819,47.71409997479249
2005-07-25,83.9484173994462,47.54068689097176
2005-07-26,84.0506315297732,47.61719266324561
2005-07-27,84.35728959421448,47.54068689097176
2005-07-28,84.88882365184969,47.96401883088708
2005-07-29,84.32321481016484,47.48968304278919
2005-08-01,84.26188660455055,47.31377077040752
2005-08-02,84.76616110752798,47.1601878745936
2005-08-03,84.99104255236027,47.39056221831447
2005-08-04,84.30958775865513,47.29329305096566
2005-08-05,83.73716300612362,46.92469410101226
2005-08-08,83.58043181084541,46.837663793384365
2005-08-09,84.08470631382283,47.01172440864014
2005-08-10,84.0438210705649,46.96053011003551
2005-08-11,84.37773255657083,47.2881736211052
2005-08-12,83.85982555044534,47.7694000279888
2005-08-15,84.37773255657083,47.64653371133767
2005-08-16,83.28058965725077,47.97929665226782
2005-08-17,83.27377374640413,47.66189200091906
2005-08-18,83.26696260574106,48.01513266129108
2005-08-19,83.45776926652368,48.010013231430605
2005-08-22,83.45776926652368,47.95881893282597
2005-08-23,83.30103261960713,48.17895441682592
2005-08-24,82.5582496202877,48.225029285570095
2005-08-25,82.8580856407892,48.37861218138401
2005-08-26,82.2924822507427,48.36325389180261
2005-08-29,82.92623520888849,48.424687050128185
2005-08-30,82.49010482237198,48.731852841756016
2005-08-31,83.53272997528605,49.14140723059313
2005-09-01,83.47139631803341,48.84663045922761
2005-09-02,83.3214755819635,48.887729853808366
2005-09-06,84.29595593696185,48.54352242419454
2005-09-07,84.43906621382348,48.08629165948364
2005-09-08,84.1596670225852,48.13766590270959
2005-09-09,84.90926593275127,48.291788632387416
2005-09-12,84.73890223432498,47.95785605141878
2005-09-13,84.2687025153972,48.20958984322591
2005-09-14,83.96204445095591,48.02464256761251
2005-09-15,83.92115920769798,47.629060894772735
2005-09-16,84.51517517391325,47.31567801109448
2005-09-19,84.23459574167029,47.41842649754637
2005-09-20,83.52289379369748,47.54172468128864
2005-09-21,82.74275439950245,47.98354317303176
2005-09-22,83.03701228778893,47.9373063541284
2005-09-23,83.10544973401115,47.5776866515468
2005-09-26,83.20125641032165,47.36191482999783
2005-09-27,83.18072709258851,47.42870134619155
2005-09-28,83.26284367918765,47.74722165419241
2005-09-29,83.94033785338381,47.531449832643446
2005-09-30,84.20038249322641,47.36705225432043
2005-10-03,83.89927374325032,46.998082439471695
2005-10-04,82.9548957011898,47.15281712704678
2005-10-05,81.86680285432969,47.35913004381355
2005-10-06,81.57253949137598,47.17860624164263
2005-10-07,81.85311892361894,47.3694456896519
2005-10-10,81.16194013437864,47.33849875213688
2005-10-11,81.0456048246684,47.240500116672656
2005-10-12,80.40917476060572,46.78145387686658
2005-10-13,80.36127142245047,46.611245720534
2005-10-14,81.20984347253389,46.53903619966562
2005-10-17,81.51095222250999,46.52872055382728
2005-10-18,80.62816144931546,46.580298783018975
2005-10-19,81.96945423332919,46.60093007469565
2005-10-20,80.52551007031597,46.724717824755714
2005-10-21,80.84030275100281,47.15797494996595
2005-10-24,82.0926342457284,46.79176952270492
2005-10-25,81.92839559786292,46.3894593350097
2005-10-26,81.68888027575345,46.04904302234452
2005-10-27,80.81977343326967,46.21409335575794
2005-10-28,81.98314363870715,46.21925117867711
2005-10-31,82.20896955543866,46.306934168303
2005-11-01,82.4553302645705,46.25356101673543
2005-11-02,83.31759172003188,46.03597033990939
2005-11-03,83.673443036185,45.72512651587219
2005-11-04,83.56395242916373,45.65259629026351
2005-11-07,83.6460738060967,45.808018202282106
2005-11-08,83.6460738060967,46.25356101673543
2005-11-09,83.75556441311795,45.77693381987839
2005-11-10,84.40567909222477,46.33645270314535
2005-11-11,84.69310322715671,46.36235635514845
2005-11-14,84.64519988900146,46.015247418306906
2005-11-15,84.33724712066979,46.31572978154287
2005-11-16,84.50833047122427,46.80271843920115
2005-11-17,85.29531456810828,46.91669450801479
2005-11-18,85.63063656652825,46.69910383118875
2005-11-21,86.06177003159256,46.83898355200549
2005-11-22,86.43131075312364,46.90115231681293
2005-11-23,86.93087139940911,46.71982675279124
2005-11-25,86.9993033709641,46.89079085601169
2005-11-28,86.38340741496837,47.12392372403959
2005-11-29,86.28759594832405,46.67838090958627
2005-11-30,85.82225470948309,46.62657360558007
2005-12-01,86.69820009565522,46.55411642827004
2005-12-02,86.80769070267648,46.56972639242393
2005-12-05,86.62292342141124,46.36159353703879
2005-12-06,86.78716206927675,46.835095783039975
2005-12-07,86.28075672030229,46.658182855962615
2005-12-08,86.22600867945805,46.959975496271056
2005-12-09,86.45184007085676,46.59053967796245
2005-12-12,86.5339566574559,46.50208321442376
2005-12-13,87.12248406769672,46.673792820116496
2005-12-14,87.46465076880568,47.15249838750231
2005-12-15,87.21145014731867,47.038025317040486
2005-12-16,86.93201560485763,47.19412495857934
2005-12-19,86.48483308222383,47.24095485104099
2005-12-20,86.56739166552607,47.18371831581008
2005-12-21,86.70498380059519,47.10046517365602
2005-12-22,87.15904672114908,47.47510431334926
2005-12-23,87.2072046907928,47.76649031088845
2005-12-27,86.3197214193873,48.15673941473558
2005-12-28,86.51235260999125,48.02277678369549
2005-12-29,86.12709022878339,48.12727635236853
2005-12-30,85.65926995224426,48.017551805261846
2006-01-03,87.1659229912432,47.95485206405802
2006-01-04,87.57870971601547,48.06980158959836
2006-01-05,87.63374326778232,48.012326826828186
2006-01-06,88.3629959622424,47.9235021934561
2006-01-09,88.59002776650485,47.95485206405802
2006-01-10,88.67945711613325,47.56820365996777
2006-01-11,88.96152797593052,47.48982898346299
2006-01-12,88.61066620838116,47.80855266791576
2006-01-13,88.52810280928195,48.08547652489931
2006-01-17,88.28731915280225,48.29970064067905
2006-01-18,87.93645256945591,48.36762536031652
2006-01-19,88.27355698102006,48.14295128766949
2006-01-20,86.66370691684254,48.268350770077134
2006-01-23,86.97329180063927,48.25267583477618
2006-01-24,87.06273146983261,48.017551805261846
2006-01-25,87.13840896724375,47.495053961896645
2006-01-26,87.6199865997681,47.29127980298421
2006-01-27,88.4317868699945,47.29127980298421
2006-01-30,88.3629959622424,47.24425499708135
2006-01-31,87.71630185108457,47.20245516961213
2006-02-01,88.32859534858387,47.21318623031917
2006-02-02,87.30352063008027,47.30232707504545
2006-02-03,86.87009546343171,47.63791613754438
2006-02-06,87.09712657972315,47.73230056137221
2006-02-07,86.3266025052784,47.506826660005736
2006-02-08,87.11088943947634,47.39671149887327
2006-02-09,86.96641621851614,47.61169824203665
2006-02-10,87.12464610749058,47.34951928695936
2006-02-13,86.96641621851614,47.35476286606091
2006-02-14,87.88829459981218,47.18696833481144
2006-02-15,88.1978794836089,47.30232707504545
2006-02-16,88.85833645451991,47.31281423324855
2006-02-17,88.6175424784753,47.69035192855984
2006-02-21,88.3973965759009,47.61169824203665
2006-02-22,88.93401326396007,47.9368001463325
2006-02-23,88.8032973989851,47.81619782699694
2006-02-24,89.03032920324753,47.7427877195753
2006-02-27,89.06472981690604,47.66413403305212
2006-02-28,88.21851792548523,47.73230056137221
2006-03-01,89.00280417171216,47.6115608602642
2006-03-02,88.99592858958904,47.280048002815406
2006-03-03,88.58314186481678,47.00641834269894
2006-03-06,88.17724104173259,46.59597385252425
2006-03-07,88.03964890666347,46.62754650561462
2006-03-08,88.22540382717328,46.61176017906944
2006-03-09,87.63374326778232,46.62754650561462
2006-03-10,88.466187483653,46.45389691361763
2006-03-13,88.63130465025748,46.41706215167887
2006-03-14,89.56005930164766,46.72752657373409
2006-03-15,89.95908385463771,46.4749453490112
2006-03-16,90.14483877514752,46.89591405688268
2006-03-17,90.2201482080764,46.753837117976055
2006-03-20,90.0751059490994,46.82750664185357
2006-03-21,89.50872066259097,46.58544963482747
2006-03-22,90.05438542904356,46.68542970294694
2006-03-23,89.86789176934947,46.53809065519192
2006-03-24,89.93696661613457,46.88012773033751
2006-03-27,89.80573020918189,46.70647813834052
2006-03-28,89.25316251671714,46.26972310392386
2006-03-29,89.81263382590106,46.048714532291335
2006-03-30,89.65377397288036,45.72772589253933
2006-03-31,89.67449449293622,45.538289973997166
2006-04-03,89.6054196461511,45.72686238047731
2006-04-04,90.17870785867171,45.67932376878454
2006-04-05,90.48952394799394,45.742708584374896
2006-04-06,90.3928249644338,45.39409209862793
2006-04-07,89.47418323919841,44.95039838949543
2006-04-10,89.61233293276862,45.03491147694924
2006-04-11,88.85255106055394,45.19337351592513
2006-04-12,89.0183248908992,44.91870598170025
2006-04-13,88.9009060779902,44.60178190374846
2006-04-17,88.86636865459765,44.765526010690216
2006-04-18,90.27540615152482,44.844757030178165
2006-04-19,90.4480829078822,44.57008949595328
2006-04-20,90.57241569811576,44.53311502019224
2006-04-21,90.58622224084704,44.79193635051953
2006-04-24,90.4204594618142,44.97152666135888
2006-04-25,90.047471451719,44.4380377968067
2006-04-26,90.06819197177487,44.36408884528461
2006-04-27,90.50334085133063,44.42219159290911
2006-04-28,90.8072533239337,44.279575757830806
2006-05-01,90.06819197177487,44.1209769132946
2006-05-02,90.74509245447314,44.23764295801725
2006-05-03,90.40664186777047,44.14218892142599
2006-05-04,90.73127555113643,44.06794689296612
2006-05-05,91.53249777275585,44.33309699460851
2006-05-08,91.42198257656602,44.35961200477276
2006-05-09,91.60156225893554,44.33309699460851
2006-05-10,91.55321829281168,44.41264202510124
2006-05-11,90.4480829078822,44.19521894175448
2006-05-12,89.26697942005383,43.82931180148797
2006-05-15,89.4465597931304,44.00431086857195
2006-05-16,89.31532407688474,44.33309699460851
2006-05-17,87.61618479432796,44.05734088890043
2006-05-18,87.17413298876006,44.65658011861223
2006-05-19,87.78886155068537,44.773246163334896
2006-05-22,87.11887504531165,44.86870019992615
2006-05-23,86.45579699160628,44.84218518976191
2006-05-24,87.14650401703585,44.863397197893306
2006-05-25,88.22401043024112,44.688398130809325
2006-05-26,88.67297137818441,44.65658011861223
2006-05-30,87.09815452525578,44.63536811048085
2006-05-31,88.07205419393959,44.37021800883845
2006-06-01,88.91471262072152,44.56761006260654
2006-06-02,89.10120628041561,45.14260730149814
2006-06-05,87.80267914472908,45.08404276790733
2006-06-06,87.58855651331078,45.29700470823754
2006-06-07,86.93238691127375,45.30765280525405
2006-06-08,86.85640844776948,45.3981616298944
2006-06-09,86.5801242561836,45.63774381276589
2006-06-12,85.64076270159937,45.67501215232368
2006-06-13,84.6461480385159,45.70695644337321
2006-06-14,85.30231764055293,45.24908827166324
2006-06-15,87.1119721192995,44.988209894758725
2006-06-16,86.48029913262636,44.88705297310187
2006-06-19,85.80038707718035,44.823164391002805
2006-06-20,86.09177538117014,44.74862771188722
2006-06-21,86.73006172539186,44.75927580890374
2006-06-22,86.34847790508962,44.50372148050748
2006-06-23,86.33460428684648,44.413212655867135
2006-06-26,86.71618325065386,44.328027879735046
2006-06-27,85.96689963506722,44.54631386857352
2006-06-28,86.54967624304682,44.31205573421028
2006-06-29,88.29801231105043,44.46112909244143
2006-06-30,88.30495154841942,44.89237702161012
2006-07-03,88.66572251310951,44.84803781322852
2006-07-05,88.15925739642452,44.48993764239235
2006-07-06,88.41595922655904,44.76252135452138
2006-07-07,87.84011699945357,45.051139402658
2006-07-10,88.00662331327564,45.09389763201157
2006-07-11,88.39514706473186,45.23820665607988
2006-07-12,87.4515987982772,45.24889621341827
2006-07-13,86.02933750811869,45.42527390950176
2006-07-14,85.69631863640974,45.45199780284774
2006-07-17,85.571436646242,45.5214799255473
2006-07-18,86.00852465250654,45.13131108269594
2006-07-19,87.20183551172671,45.55889337623167
2006-07-20,86.60518042900911,45.692512842961584
2006-07-21,85.99464617776853,45.60699638425444
2006-07-24,87.56260161992195,45.580272490908456
2006-07-25,87.87480832980373,45.44665302417855
2006-07-26,87.99275038881747,45.612341162923634
2006-07-27,87.90949410987403,45.54285904022408
2006-07-28,88.79060380949227,45.80475319501471
2006-07-31,88.70040829317982,45.86354576037588
2006-08-01,88.26332583719513,45.859299868201056
2006-08-02,88.85998161369771,46.031017349570405
2006-08-03,89.09586573172521,46.04174969215599
2006-08-04,88.94323234236131,46.320790599381176
2006-08-07,88.73510031731496,46.34762145584514
2006-08-08,88.39514706473186,46.24566420128209
2006-08-09,88.09681882958809,46.09541140508392
2006-08-10,88.36739497175071,46.02565117827761
2006-08-11,88.11763168520024,45.82710284044431
2006-08-14,88.18700948940567,45.746610271052425
2006-08-15,89.24156543399995,46.13297460413345
2006-08-16,89.98390981221758,46.44421253911539
2006-08-17,90.21286024315592,46.428114025237015
2006-08-18,90.6707604112476,46.56226830755682
2006-08-21,90.28224290385624,46.72861961763338
2006-08-22,90.27529811620737,46.73935196021896
2006-08-23,90.02553552344187,46.76618281668292
2006-08-24,89.94921848186743,46.85204155736759
2006-08-25,90.06022685379203,46.92180178417389
2006-08-28,90.49037007240771,46.96473115451622
2006-08-29,90.59444406345816,47.02912521002973
2006-08-30,90.64994824942043,47.152547149763954
2006-08-31,90.63606908089749,47.265236746912585
2006-09-01,91.17722067143777,47.28141789982888
2006-09-05,91.3506669164138,47.01203880969767
2006-09-06,90.54587425837002,46.920449919053056
2006-09-07,90.12960951449232,47.01203880969767
2006-09-08,90.38630648813198,47.04975188231603
2006-09-11,90.4765020044444,47.00665122789504
2006-09-12,91.3645453911518,47.2437048272105
2006-09-13,91.73225073671604,47.265255154421
2006-09-14,91.73918511759018,47.15750351836852
2006-09-15,91.95380819490852,47.11979044575014
2006-09-18,92.07923217919657,47.0874649549344
2006-09-19,91.84927729098466,47.57234731717057
2006-09-20,92.33705681857298,47.642385880604685
2006-09-21,91.89108505347036,48.07878000661723
2006-09-22,91.61235688126656,48.27812053331432
2006-09-25,92.31615258891468,48.65525125949801
2006-09-26,93.08267074117008,48.45052315099829
2006-09-27,93.19416577293836,48.28889569691957
2006-09-28,93.15932213829709,48.2296322970907
2006-09-29,93.08267074117008,48.17036889726184
2006-10-02,92.73425529968368,48.30165456814456
2006-10-03,92.92936725008516,48.23674752953115
2006-10-04,94.0164213370301,48.58832732202044
2006-10-05,94.1975938824486,48.24756536930005
2006-10-06,94.079134026005,47.74453582004613
2006-10-09,94.13488119347372,47.87434989727296
2006-10-10,94.26031632705588,47.495725505361406
2006-10-11,94.1488212952876,47.37132034801904
2006-10-12,94.96411203470402,47.38213818778794
2006-10-13,95.2080070247298,47.14414571287211
2006-10-16,95.35433523867614,47.35509358836568
2006-10-17,95.05470353364488,47.39295602755684
2006-10-18,95.18012751793296,47.49031658547696
2006-10-19,95.33343170584872,47.40377386732575
2006-10-20,95.35433523867614,47.35509358836568
2006-10-23,95.79334217910342,47.16578139240991
2006-10-24,96.0790456284458,47.16578139240991
2006-10-25,96.40655684027392,47.53899686443701
2006-10-26,96.70618924213603,47.847305297850696
2006-10-27,96.0999498581041,48.06907101311318
2006-10-30,96.03026258882151,48.20429401022445
2006-10-31,96.01632248700768,48.38819728629576
2006-11-01,95.36827534049002,48.84549279525068
2006-11-02,95.31252747619044,48.64459425885404
2006-11-03,95.14528388329164,48.00932050862679
2006-11-06,96.21840971454772,48.21021904502344
2006-11-07,96.58772938569244,48.43283634211162
2006-11-08,96.79678074107692,48.61201611781674
2006-11-09,96.28808653136706,48.579437976779445
2006-11-10,96.32990474631602,48.79119589352186
2006-11-13,96.56682515603411,48.780336513176096
2006-11-14,97.29152439650966,48.97037566922698
2006-11-15,97.57026302117674,48.78576620334897
2006-11-16,97.82112283587784,48.56314890626079
2006-11-17,97.84899119338056,48.8400631050778
2006-11-20,97.90473905768016,48.91607876749816
2006-11-21,98.00229468446548,49.03553195130157
2006-11-22,98.19740663486697,49.11697730389481
2006-11-24,97.80021860621954,49.20385234666093
2006-11-27,96.45532942743496,49.383032122366046
2006-11-28,96.87343213820392,49.4916259258237
2006-11-29,97.88383482802186,49.37217274202029
2006-11-30,97.92564328733846,49.50791499634235
2006-12-01,97.70962710727864,49.82399137850028
2006-12-04,98.45523057741252,49.91119153842765
2006-12-05,98.8802981128568,49.67684110862285
2006-12-06,98.79668189105448,49.57874092870456
2006-12-07,98.36465022776574,49.54059085873634
2006-12-08,98.54582207635336,49.180890199035936
2006-12-11,98.83152552569577,49.393440588858894
2006-12-12,98.75487343173788,49.49699077877264
2006-12-13,98.85939388319848,49.05553996914035
2006-12-14,99.73043248691452,48.87568963929015
2006-12-15,99.73924809441505,48.90293968926745
2006-12-18,99.4659713759193,48.91928971925383
2006-12-19,99.65516623821566,48.8538895993083
2006-12-20,99.59910793028898,48.84843958931284
2006-12-21,99.2347352351676,49.093690039108566
2006-12-22,98.62511988049314,48.7176393494218
2006-12-26,99.20671168689492,48.86478961929922
2006-12-27,99.85836832002472,48.50649833218367
2006-12-28,99.64816332917064,48.39712629535799
2006-12-29,99.2347352351676,48.358846082469015
2007-01-03,99.05955740234256,48.708836600311145
2007-01-04,99.2697729038666,48.998672497899165
2007-01-05,98.4779655959408,48.7908656279304
2007-01-08,98.93343426768786,48.87289465554965
2007-01-09,98.8493524114885,48.87289465554965
2007-01-10,99.17867692724091,48.65415058189832
2007-01-11,99.61312566047164,48.36978328615158
2007-01-12,100.36989459898712,48.14557061065896
2007-01-16,100.17369682764574,48.23306824011949
2007-01-17,100.21573740538976,48.101821795928686
2007-01-18,99.87938825854106,48.24947404564335
2007-01-19,100.07559724126372,48.11822760145254
2007-01-22,99.767282854069,48.23306824011949
2007-01-23,100.0615802117924,47.91588933332506
2007-01-24,100.86739403851956,47.910420731483775
2007-01-25,99.68319048719968,47.565898815482925
2007-01-26,99.59210502124398,47.52761860259393
2007-01-29,99.5360467133173,47.42371516760955
2007-01-30,100.05456609136608,47.47840118602238
2007-01-31,100.72725387439353,47.68073945414987
2007-02-01,101.32986632002296,47.82034848427637
2007-02-02,101.470006484149,47.88074851106786
2007-02-05,101.49804054309166,47.94663944938584
2007-02-06,101.52606409136432,48.21020320265777
2007-02-07,101.75029732307102,48.352966902346736
2007-02-08,101.61716006799,48.39140328303223
2007-02-09,100.8603904287632,48.11685770670729
2007-02-12,100.5170383728695,48.007039476177326
2007-02-13,101.36490398872196,47.90271215717385
2007-02-14,102.0305776513231,48.35845781387323
2007-02-15,102.16371420569278,48.5012215135622
2007-02-16,102.11465950752246,48.67143977088366
2007-02-20,102.33187791809152,48.78125800141363
2007-02-21,102.28983734034747,48.69889432851615
2007-02-22,102.21275839319314,48.435330575244215
2007-02-23,101.81335854004271,48.78125800141363
2007-02-26,101.72226256341705,49.10522178147705
2007-02-27,97.74923071636798,49.72569478397139
2007-02-28,98.75124301514784,49.50056741138495
2007-03-01,98.45694565742446,49.46358172952476
2007-03-02,97.1676389099662,49.69508055197184
2007-03-05,96.24270555834067,49.79980620974551
2007-03-06,97.889370880494,49.65098553817239
2007-03-07,97.79127199482332,49.84390122354496
2007-03-08,98.6181162707368,49.79980620974551
2007-03-09,98.64614051972082,49.27617792087713
2007-03-12,98.79329410356182,49.46909360624969
2007-03-13,96.87334155224282,49.76673494939593
2007-03-14,97.59507352277062,49.54074800367378
2007-03-15,97.7282100771403,49.53523612694886
2007-03-16,97.45582115990132,49.52421237349899
2007-03-19,98.63066435343512,49.41948671572532
2007-03-20,99.17236198324892,49.44704609934997
2007-03-21,100.80447580030312,49.46909360624969
2007-03-22,100.72709082661528,49.07775035877964
2007-03-23,100.8748299973815,48.93995344065638
2007-03-26,100.74116363583028,49.00058408463062
2007-03-27,100.5019765311579,48.91790593375666
2007-03-28,99.77034100092612,48.81869215270791
2007-03-29,99.87586174404731,48.75254963200875
2007-03-30,99.8969660333715,48.658847727684936
2007-04-02,100.00952880909828,48.73933711231143
2007-04-03,101.0858820361203,48.678482094350535
2007-04-04,101.1984448118471,48.72827256359127
2007-04-05,101.4728090150587,48.545707509708606
2007-04-09,101.6135068567191,48.22483559682392
2007-04-10,101.73310111255508,48.36867473018602
2007-04-11,101.3180383641833,48.33548108402554
2007-04-12,101.76827821109426,48.346545632745695
2007-04-13,102.23259016372047,48.19717422502352
2007-04-16,103.20341279862464,48.46272339430739
2007-04-17,103.47777700183627,48.73380483795135
2007-04-18,103.60441258677808,48.9772249097949
2007-04-19,103.57626696834804,48.89424079439369
2007-04-20,104.55413093235804,48.76699848411184
2007-04-23,104.16017317681025,48.944031263634415
2007-04-24,104.20238105195884,49.12659631751708
2007-04-25,105.15914143014444,48.95509581235458
2007-04-26,105.27873498248064,48.60103025330941
2007-04-27,105.19431852868362,48.58996570458925
2007-04-30,104.32197460429506,48.916369891834016
2007-05-01,104.58930803089724,49.13435145971504
2007-05-02,105.20134930529304,49.10658880209287
2007-05-03,105.77119325703664,48.9955381716042
2007-05-04,106.17218249269362,49.19542930648381
2007-05-07,106.19328678201782,49.32869006307023
2007-05-08,106.05258894035742,49.21763943258155
2007-05-09,106.3410266562838,49.023300829226365
2007-05-10,105.22949562722285,49.13990399123948
2007-05-11,106.12997461754502,48.967775513982026
2007-05-14,105.89781828948202,48.84006728892005
2007-05-15,105.92596390791203,48.82340969434675
2007-05-16,106.65056795803464,48.79009450520015
2007-05-17,106.43951591929584,48.59020337032053
2007-05-18,107.3681299755516,48.268156541903366
2007-05-21,107.31184858768825,48.41252236153864
2007-05-22,107.2274321338912,48.16265844293912
2007-05-23,107.24150494310622,48.02384515482827
2007-05-24,106.2706724592054,48.06826540702374
2007-05-25,106.71388012250743,47.95721477653507
2007-05-29,107.10080710144582,47.9627673080595
2007-05-30,107.973140473338,48.05160781245045
2007-05-31,107.8605882501076,47.9627673080595
2007-06-01,108.3952445508156,47.71154412974279
2007-06-04,108.4093173600306,47.92894688953482
